"Vendor ID","Vendor Name","Address","City","State","Postal Code","Contact Name","Phone"
"V00013155","8840 S Stony Island LLC","9839 Southwest Highway ","Oak Lawn","IL","60453","David Weinfield","7732389600"
"V00003026","8th Day Consulting, Training & Software","6110 Rob Roy Drive","Oak Forest","IL","60452","",""
"V00004305","8th Light, Inc.","412 S Wells St","Chicago","IL","60607-3969","Hailey Fasse","8774074154"
"V00000220","8th Month LLC","24340 Eagle Chase Drive bsmt","Plainfield","IL","60544","",""
"V00015679","9 TO 5 COMPUTER","3948 3RD ST SOUTH SUITE 103","Jacksonville Beach","FL","32250","RICHARD RAAB","9042802544"
"V00003991","911 Authority, LLC","19 Colonnade Way #234","State College","PA","16803","Joel McCamley","8142425526"
"V00014357","911 Datamaster, Inc.","7500 College Boulevard","Overland Park","KS","66210 ","",""
"V00010400","911 Interpreters Inc.","444 N Michigan Avenue, Suite 1200","Chicago","IL","60611","Rade Vujicic","8668100911"
"V00032036","911 Security cameras","1220 Richardson ave","Dallas","TX","75080","Robert tabbara","4693637273"
"V00005963","915 East 63rd, LLC","200 West Madison, Suite 3200","Chicago","IL","60606 ","",""
"V00035460","920 Campbell Street LLC","15700 Lathrop Ave","Harvey","IL","60426","Michael Goich","7082253522"
"V00020470","95 D.I.R. DEVELOPMENT LLC","9730 S. Western Avenue","Evergreen Park","IL","60805","Gerald Berlin","3127250702"
"V00010430","95 Percent Group Inc.","475 Half Day Road Ste 350","LINCOLNSHIRE","IL","60069","Kris Heckman","8474998214"
"V00002375","97 Grain & Trucking, LLC","PO BOX 143","MACOMB","IL","61455","",""
"V00025404","9970517 Canada Ltd.","PO box 4626","Steinbach","MB","R5G 1R4 C","",""
"V00034837","A & A LawnCare","4490 Tullocks Wood Trail","Rockford","IL","61101 Uni","",""
"V00020265","A & A Sheet Metal Products Inc.","5122 N State Rd 39","La Porte","IN","46350","Christina Schult","2193267890"
"V00000595","A & B Printing Service, Inc.","2122 Republic","Springfield","IL","62702","",""
"V00019975","A & H Manufacturing Inc","200 Laura Drive","Addison","IL","60101","Habib Abbas","6305435900"
"V00022422","A & H Mechanical, Inc","1215 E 79th St","Chicago","IL","60619","Velencia Elder","7739332400"
"V00003244","A & H Plumbing & Heating Co., Inc.","330 Bond Street","Elk Grove Village","IL","60007","",""
"V00031458","A & K Specialty Contractors, Inc.","710 Robinson Dr.","Marion","IL","62959 Uni","",""
"V00034573","A & M Cleaning and Sanitation","4430 N. Jackson Blvd","Hillside","IL","60162","Antonio McDuffie","7089476074"
"V00012153","A & M General Contractor Corporation","8127 S Sangamon Street","Chicago","IL","60620","Allison McClinton","7739664496"
"V00004786","A & M Services","2110 Sunset Lane","South Holland","IL","60473","Almedia Freeman","7732510129"
"V00013702","A & N Data Wiring LLC","2345 E Greener Rd","Jasper","IN","47546","Abby Buchta","8122046756"
"V00024582","A & O Enterprises, Inc.","5531 W. Cermak Rd.","Cicero","IL","60804","Gustavo De La Espriella, ","3124214505"
"V00014228","A & O Foods","po box 896","Jonesboro","IL","62952","Sam ONeal","6188331725"
"V00007997","A & O Recovery Solutions, LLC.","700 N Sacramento Blvd.ste #100","Chicago","IL","60612 ","",""
"V00029543","A & R Clinical Services Crisis Management, LLC","104 Duncan DR","Etna","OH","43062","Regina Neal","6305966872"
"V00002739","A & R Mechanical Contractors, Inc.","711 E. Kettering Park Dr., Urbana","","IL","61801","",""
"V00000591","A & R Mechanical Services, Inc.","711 Kettering Park Dr.","Urbana","IL","61801","",""
"V00003925","A & S Expert Transportation, LLC","10632 Dani Ln","Orland Park","IL","60462","Sena Cross","3124342866"
"V00018299","A & V Homecare Services, Inc. ","15000 South Cicero Avenue ","Oak Forest","IL","60452","Abiola Perry","7085354388"
"V00015129","A & W Plumbing & Heating, Inc.","11 Alliance Ave","Murphysboro","IL","62966","Alicia Todd","6186875862"
"V00001433","A 1 Security Specialist Inc.","503 O'Hara Dr.","Troy","IL","62294","",""
"V00022679","A B Petroleum Services","7115 Virginia Rd","Crystal Lake","IL","60014","Brianna Luchtman","8154518784"
"V00024574","A Beautiful Mind","5113 S Harper Ave","Chicago","IL","60615","Chiquita Lee","7733043699"
"V00032398","A Beep LLC","710 W Jefferson St","Joliet","IL","60435","John Sullivan","8157401780"
"V00012337","A Better Track","820 East Fifth St.","Galesburg ","IL","61401","Robin Richards","3093358990"
"V00004355","A Buddy Enterprise","6557 S. Kenwood Ave.","Chicago","IL","60637","La Donna Perry","3129241800"
"V00000260","A C Dillard Electric Co.","1263 W PRATT BLVD -  904","CHICAGO","IL","60626","",""
"V00012758","A Cute Baby Inc.","865 N 1430 W","Orem","UT","84057","Matthew Kho","8016098168"
"V00003087","A EPSTEIN & SONS INT'L INC.","600 W FULTON ST       (EFT)","CHICAGO","IL","60661","",""
"V00013704","A Events","532 N Franklin Street","Fort Bragg","CA","95437","Jane Notmeyer","7079616202"
"V00031328","A Final Touch Landscaping","1400 Oak Street","Highland","IL","62249","Joseph Plog","6183044004"
"V00006091","A Fingerprinting U S Photo Inc","210 South Clark St","Chicago","IL","60603 ","",""
"V00032526","A GENEROUS JOURNEY LLC","1646 northeast dr","Aurora","IL","60505","TONI THOMPSON","7082998250"
"V00030651","A Handyman's Job LLC","9933 S Wallace St","Chicago","IL","60628","Leonard Hinton","7085483331"
"V00025042","A JACQ Hammer","6518 S Kimbark Ave","Chicago","IL","60637","Arenda Troutman","3126129482"
"V00011475","A Lopez Truck Tire Service","4950 West Pershing Road ","Cicero","IL","60804","V Lopez","7087801944"
"V00012185","A Messe Supply","2500 W Lake","Chicago","IL","60612","Larry Stern","3127334848"
"V00025661","A New Beginning Starts Now LLC","11441 Enterprise Drive","Westchester","IL","60154","Eric McKennie","7737198363"
"V00019319","A New Shop LLC","4932 Tanya Lee Circle, Apt 6302 Davie FL 33328","Miami","FL","33328","Juan Pablo Ferreira","7865889580"
"V00015031","A New Way to Go DME Supply Inc.,","17500 Carriageway Dr ","Hazel Crest","IL","60429","Letitia Clark","7083656550"
"V00001387","A PACKAGE DEAL Inc","8519-trumbull","skokie","IL","60076","",""
"V00016193","A Pass Educational Group, LLC","7650 Cooley Lake Rd  PO Box 1042","Union Lake","MI","48387-1042","Nicole Quigley","2487425124"
"V00012993","A Pleasant Ride Transportation. LLC","4722 w 147th st","Midlothian","IL","60445","Shamira Tate","7086998557"
"V00029332","A PLUS A SOLUTIONS LLC","1338 Piasa Ct","O'Fallon","IL","62269 Uni","",""
"V00007716","A Plus Managers Inc","345 N ERIC DRIVE","PALATINE","IL","60067","Tom Kaider","8473150222"
"V00027647","A Progeny Global","6006 W 159TH","Oak Forest","IL","60452","Adjoa Darkwa","7086290935"
"V00035196","A REAL MAIDS, INC","145 W WILLOW DR","ROUND LAKE PARK","IL","60073","Maria  Morales","2246563531"
"V00002958","A Safe Haven LLC","15507 Cicero Avenue, Suite 200","Oak Forest","IL","60452","Brian Rowland","3123726707"
"V00010695","A Secure Foundation, LLC","4350 W. 211th St., Suite 200 B","Matteson","IL","60443 ","",""
"V00023442","A Team Auto Body","5970 N Northwest Highway","Chicago","IL","60631","Reyes  Almanza","7737756722"
"V00019815","A to Z Books, LLC","380 Woodward Crescent","West Seneca","NY","14224","Leah Hambridge","7168002915"
"V00028591","A To Z Dry Cleaners and Laundry Inc","3545 W IRVING PARK RD","Chicago","IL","60618","Azim Fazili","3125059138"
"V00013205","A to Z Mobility and Medical Equipment, Inc","23838 West Industrial Drive North, Suite 200","Plainfield","IL","60585 ","",""
"V00023281","A V M ENTERPRISES INC","8925 TRANSPORT LANE","OOLTEWAH","TN","37363","BIJI ABRAHAM","4238474717"
"V00030106","A W Berry & Associates, LLC","37 s 7th st","Geneva","IL","60134","peter olsen","6304744459"
"V00032488","A W Enterprises Inc","6543 S Laramie Ave","Bedford Park","IL","60638","Edward Otrusina","7084588989"
"V00029078","A W Mccall","POB 14091","Rockford","IL","61105","AL Walker","8155195823"
"V00009582","A&A Auto Parts Stores Inc.","44 Tunkhannock Avenue","Exeter","PA","18643","Rick Sabol","8002338321"
"V00031170","A&A consulting","1489 Sandburg Drive","Schaumburg","IL","60173","N'Gai  Cobb","7089459324"
"V00034989","A&A Custom Wear","1261 Humbracht Circle","Bartlett","IL","60103","Norb Sobel","6308632092"
"V00003138","A&A Equipment and Supply Co.","196 W. Devon Ave","Bensenville","IL","60106-1148","David Grosso","6305951510"
"V00029610","A&A Flooring","2528 E Lincolnway","Sterling","IL","61081","Alan Delhotal","8156320675"
"V00014702","A&A Harris Enterprises","875A Island Drive","Alameda","CA","94502","Anthony Harris","5108648010"
"V00026678","A&A Telephone Answering Service","420 N. 1st Street","Springfield","IL","62702","Donald James","2175282525"
"V00035147","A&B Garage, LLC","PO Box 1053","LADD IL","IL","61329","Brandy  Groleau","8158949200"
"V00027089","A&B Sanchez Landscaping, Inc.","2814 E Hintz Rd","Arlington Heights","IL","60004","Barbarito Sanchez","8473925767"
"V00002563","A&D Electrical Supply Inc","1000 Old Rt 66 N","Litchfield","IL","62056","",""
"V00027124","A&D Freight Logistics","110 Blue Willow Lane","Cape Girardeau","MO","63701","Anfernee Ray","5735762964"
"V00004279","A&D Property Services","7346 s Exchange Ave","Chicago","IL","60649","Devon  Granger","7739337840"
"V00030766","A&H Communications LLC","425 N Winchester","Benton","MO","63736","Roger Jenkins II","5733802847"
"V00035107","A&H Land Management LLC","755 S Hillview Eldred Rd","Eldred","IL","62027","Deanna Wicks","6189753774"
"V00028787","A&H Women Concrete Contractors Inc.","4557 S. Calumet Ave","Chicago","IL","60653","Leticia Adams","7734744188"
"V00018921","A&I ELECTRICAL INC","5817 STREAMLINE RD.","PERCY","IL","62272","STEVEN TANNER","6184972220"
"V00030991","A&I Solutions, Inc.","807 White Rock Tr.","Suwanee","GA","30024","John Balsavage","7706148246"
"V00029694","A&J Companies Inc","PO Box 227","Atlanta","IN","46031","Robert Taylor","7653361123"
"V00003768","A&J Janitorial","5030 Quail Run Road","Salem","IL","62881","Ronald  Potter","6185480300"
"V00023697","A&P Grain Systems, Inc","410 S County Line Rd","Maple Park","IL","60151","Melissa Brady","8158273079"
"V00007980","A&R Janitorial Service, Inc. ","10127 W. Roosevelt Road","Westchester","IL","60154","Kimberly Pintor","7086568300"
"V00019194","A&T Systems","12200 Tech Road, Suite 200","Silver Spring","MD","20904","Bob Hooper","3013841425"
"V00035270","A's Lawn and Land","301 4TH STREET","Lacon","IL","61540","Aaron Suffern","3092465012"
"V00020421","A'vlacier Beverage Enterprise Inc.","369 S Mckinley street","kankakee","IL","60901","Sylvester Townsend","7082657272"
"V00003300","A-1 Grading inc.","230 E North stree","Manhattan","IL","60442","",""
"V00000712","A-1 Janitorial Cleaning Services, Inc.","217 Stutely Lane","Springfield","IL","62704","",""
"V00000779","A-1 Lock, Inc","101 N 4th Street","Springfield","IL","62701","",""
"V00032273","A-1 Mobile Storage Service, LLC","802 Charles St.","Delhi","IA","52223","Katie Schaul","5639274254"
"V00033295","A-1 Rapid Fabrications LLC","1600 Golf Rd Suite 1200","Rolling Meadows","IL","60008","Kristin Horton","4242455663"
"V00002397","A-1 Safety Vests and Equipment","914 South Seventh Street","DeKalb","IL","60115","",""
"V00025610","A-Alert Security Services, Inc.","6160 N. Cicero Avenue","Chicago","IL","60646","Ricky Martinez","7088314184"
"V00002532","A-D Background Resources, LLC","103 N. 11th Avenue","St. Charles","IL","60174","",""
"V00025730","A-Fast Board Up & Glass, Inc. ","11850 Haegers Bend Rd","Barrington Hills","IL","60010","Edwin Juarez","6302407206"
"V00012796","A-Gas","1100 Haskins Rd","Bowling Green","OH","43402","Brent Gase","4198678990"
"V00009499","A-INFO Inc","60 Tesla","Irvine","CA","92618","Shahir Shanda","9496399690"
"V00029395","A-J Welding & Steel Inc.","1600 W Jourdan St. P.O. Box362","Newton","IL","62448 Uni","",""
"V00011430","A-L-L EQUIPMENT","204 - 38TH STREET","MOLINE","IL","61265","LORI BROWN","3097628096"
"V00006537","A-Line Staffing Solutions","7529 Auburn Road","Utica","MI","48317 ","",""
"V00024717","A-MASONRY GROUP, INC","3613 W. 95th Street","Evergreen Park","IL","60805 Uni","",""
"V00029916","A-Ok Auto Body Inc","5805 S Archer Ave","Chicago","IL","60638","Sylvia Razo","7735817979"
"V00014269","A-Plus Contractors LLC","1559 Old South River Road","Saint Charles","MO","63303","Willie Sanders","6364981790"
"V00015848","A-to-Be USA LLC","3701 Northwest Parkway","Broomfield","CO","80023","Ana Silvia Santos","3317754788"
"V00027312","A-Tune Software Inc","19621 FM 1431 Suite 402","Jonestown","TX","78645","Melanie Imhoff","5122438539"
"V00014922","A-Way Training & Tactical, Inc.","154 W. Park Ave. #221","Elmhurst","IL","60126","Patrick Jones","6305263200"
"V00026570","A. A. Anderson & Co., Inc.","21365 Gateway Ct.","Brookfield","WI","53045","Michael Baldwin","2627843340"
"V00002878","A. Alva Rosales & Associates, Ltd.","1900 S Clark St.","Chicago","IL","60616","",""
"V00008082","A. D. Binder Plumbing & Heating, LLC","2940 N. Dinneen St.","Decatur","IL","62526","Arthur Binder","2178754149"
"V00026009","A. Deegan LCSW","738 W Pleasant St","Villa Park","IL","60181","Amy Deegan","6307404768"
"V00002729","A. FISCHER BUILDERS, INC.","814 OHIO STREET","QUINCY","IL","62301","",""
"V00001296","A. Horn, Inc.","125 Harrison Street","Barrington","IL","60010","",""
"V00000858","A. Lucas & Sons Steel","1328 SW Washington","Peoria","IL","61602","",""
"V00002842","A. M. C. Mechanical, Inc.","11535 W. 183rd PL. - Unit 106","Orland Park","IL","60467","",""
"V00014805","A. R. Traffic Consultants, Inc.","5 Hanover Square","New York","NY","10004","Phillip Riback","2127368565"
"V00026293","A. Rae Clementz","100 North 1st Street","Springfield","IL","62777","Annie Clementz","2176857049"
"V00030349","A. S. Cartage, CO.","50 North Harvard Avenue","Villa Park","IL","60181","Leonard Solis","6308815317"
"V00003939","A. WBE Construction Services, LLC","PO Box 451","Lockport","IL","60441","Jennifer Anderson","8152937362"
"V00027916","A.A.G towing, Recovery & hauling llc","18415 Wentworth Ave","Lansing","IL","60438","Gregory Griffin","7737106366"
"V00022152","A.B. Data, Ltd.","600 A B Data Drive","Milwaukee","WI","53217","Robin Cohen","4149637800"
"V00010860","A.C. Legg, Inc.","6330 Highway 31 South","Calera","AL","35040","Eric Snyder","2053243451"
"V00018345","A.C. McCartney Equipment, Inc.","P.O. Box 465","Wataga","IL","61488","MARK MCCARTNEY","3093756661"
"V00001288","A.C. PAVEMENT STRIPING CO. ","695 Church Road","Elgin","IL","60123","",""
"V00028086","A.C.T.S LLC","PO Box 166","Moweaqua","IL","62550","Brandon Rarick","2179922420"
"V00030914","A.D. Carson","113 Melbourne Park Circle","Charlottesville","VA","22901","A.D. Carson","2175202737"
"V00032343","A.G. Clipper Inc","4810 WILD HORSE CT","UPPER MARLBORO","MD","20772","Alan Clipper","8665031468"
"V00017041","A.G. Industrial Supply, Inc.","323 E. Walnut Street","Oglesby","IL","61348","Greg Gillan","8154409904"
"V00011827","A.G. Kellum and Associates","285 Castine Way","Beecher","IL","60401","Andre Kellum","7734431496"
"V00017804","A.H. Kemner & Sons Inc.","2420 Cherry St","Quincy","IL","62301 ","",""
"V00028552","A.I Industries","802 East Esther St","Taylorville","IL","63568","Armando  Perez","5189652074"
"V00007420","A.J. Wright And Associates, Ltd.","5211 S. Wabash","Chicago","IL","60615 ","",""
"V00028060","A.J.H. TRANSPORTATION LLC","825 S Waukegan Rd. Ste A8 #1016","Lake Forest","IL","60045","Jonathan Hall","2245449040"
"V00022239","A.L. Taylor & Associates P.C.","1807 E 71st Street","Chicago","IL","60649","Ayton Taylor","7739952990"
"V00013534","A.L. Trost tree Experts","9880 East 2000 North","Pontiac","IL","61764","Albert Trost","8158670126"
"V00008301","A.L.L. Masonry Construction Co., Inc","1414 W. Willow St.","Chicago","IL","60642","Luis Puig","7734891280"
"V00007817","A.M. Bus Company","100 West 91st Street","Chicago","IL","60620 ","",""
"V00023991","A.M.P. Electric of Dixon","1412 West Rock Falls Road","Rock Falls","IL","61071","Brad Askegaard","8156262211"
"V00005849","A.N.J. Electric, Inc.","1710 N. Main St., PO Box 343","Morton","IL","61550 ","",""
"V00002995","A.Q.S. Services, Inc.","443 South Clay Street","Hinsdale","IL","60521","",""
"V00015545","A.R. International Consulting, LLC","400 Army Navy Dr Ste 829","Arlington","VA","22202","Adam Roosevelt","2022829417"
"V00013808","A.S.A.P. Transportation Inc.","9720 S. Pulaski","OAK LAWN","IL","60453","Rochelle Coleman","7085298940"
"V00011747","A.S.S.E.T. Private Security, Inc.","36 Quail Run Circle ","Salinas","CA","93907","Jay Agamao","8318099779"
"V00030699","A.W. Holdings, LLC","8515 Bluffton Rd.","Fort Wayne","IN","46809","Sarah Chestnut","2607446145"
"V00030508","A1 Auto/Truck Service","6001 W Montrose ave","Chicago","IL","60634","Goran Nedeljkovic","7086670043"
"V00033207","A1 Professional Asphalt & Sealing LLC","107 southern dr","Lebanon ","IL","62254","Brandien Robinson","6185140087"
"V00022274","A1 Roofing Company","1425 Chase Ave","Elk Grove Village","IL","60007 ","",""
"V00006923","A1 Trophies & Awards, Inc","1534 Brandy Parkway","Streamwood","IL","60107","Andrew Nolan","6308376000"
"V00003870","A1 Window & Door Dist., Inc.","P.O. Box 14057","Merrillville","IN","46411","John Williams","2194728273"
"V00003751","A1PLUSSOFT, INC","2511 BODDINGTON LN","NAPERVILLE","IL","60564","",""
"V00010578","A2 ENGINEERING SERVICES PROFESSIONAL CORPORATION","4032 N Park Street","Westmont","IL","60559 ","",""
"V00007831","A2 Landscape Contractors, Inc.","4414 N Kenneth Ave","Chicago","IL","60630 ","",""
"V00022149","A2 Techify LLC","1527 Seven Pines Rd","Springfield","IL","62704","Suneetha Thota","3177628336"
