"Contract / Blanket #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"23-416CMS-LEAS4-P-39876","","CMS AWARD NOTICE 6276 DCFS HARVEY","Jos. Cacciatore & Co. ","M","$0.00","CMS - Central Management Services","3PS - Sent","08/28/2022","02/28/2025"
"23-416CMS-LEAS4-P-39189","","CMS 6833 Jacksonville DCFS","Newbery Irrevocable Trust","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2022","07/31/2027"
"23-416CMS-LEAS4-P-38938","","CMS 4455 AWARD NOTICE DHS OLNEY","Fehrenbacher LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2023","12/31/2027"
"23-416CMS-IOCI4-P-45590","","Emergency IOCI Satellite Construction","R.D. Lawrence Construction Co., Ltd.","E","$0.00","CMS - Central Management Services","3PS - Sent","12/13/2022","09/30/2023"
"23-416CMS-BOSS4-P-50484","","JPMC Gasoline, Diesel, Biodiesel Fuel","Evergreen FS, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","06/06/2023","04/30/2028"
"23-416CMS-BOSS4-P-50483","","JPMC Gasoline, Diesel, Biodiesel Fuel","West Central FS, Inc.","A","$5,780.00","CMS - Central Management Services","3PS - Sent","05/24/2023","04/30/2028"
"23-416CMS-BOSS4-P-49019","","JPMC Recycling Scrap Metal Regions 4-6","Ley Metals Recycling ","A","$0.00","CMS - Central Management Services","3PS - Sent","06/06/2023","06/05/2029"
"23-416CMS-BOSS4-P-48236","","JPMC SUP Toilet Tissue SEFS","Malcolm Eaton Enterprises","H","$124,473.90","CMS - Central Management Services","3PS - Sent","04/20/2023","04/19/2024"
"23-416CMS-BOSS4-P-47553","","JPMC Toner Cartridges SUP SS","TRI Industries, NFP","H","$256.75","CMS - Central Management Services","3PS - Sent","05/17/2023","05/16/2024"
"23-416CMS-BOSS4-P-47453","","JPMC SUP Personal Care Products SEFS","Elm City Rehabilitation Center, Inc.","H","$219,060.82","CMS - Central Management Services","3PS - Sent","03/22/2023","03/21/2024"
"23-416CMS-BOSS4-P-47437","","JPMC SUP Incontinence Products SEFS","Developmental Services Center","H","$250,370.00","CMS - Central Management Services","3PS - Sent","03/22/2023","03/21/2024"
"23-416CMS-BOSS4-P-47426","","JPMC Glass Beads For Traffic Paint","Potters Industries, LLC  ","A","$9,960.00","CMS - Central Management Services","3PS - Sent","04/20/2023","04/15/2028"
"23-416CMS-BOSS4-P-47352","","JPMC Electric Vehicles-UTV","Logistics365, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","03/28/2023","03/27/2028"
"23-416CMS-BOSS4-P-46735","","JPMC SUP Business Cards SEFS","Transitions, NFP","H","$1,430.00","CMS - Central Management Services","3PS - Sent","02/15/2023","02/14/2024"
"23-416CMS-BOSS4-P-46706","","Emergency Notice IOCI Satellite Equip","CPI Satcom & Antenna Technologies Inc.","E","$0.00","CMS - Central Management Services","3PS - Sent","11/16/2022","09/30/2023"
"23-416CMS-BOSS4-P-44276","","JPMC Heavy Duty Equipment","CLARK EQUIPMENT COMPANY","A","$0.00","CMS - Central Management Services","3PS - Sent","05/31/2023","05/30/2027"
"23-416CMS-BOSS4-P-44275","","JPMC Heavy Duty Equipment","Altorfer Inc.","A","$2,303,048.30","CMS - Central Management Services","3PS - Sent","03/22/2023","03/21/2027"
"23-416CMS-BOSS4-P-44274","","JPMC Heavy Duty Equipment","German-Bliss Equipment Inc.","A","$2,231,191.57","CMS - Central Management Services","3PS - Sent","02/21/2023","02/20/2027"
"23-416CMS-BOSS4-P-44093","","PB JPMC MRO Product Catalog","W.W. Grainger, Inc.","B","$36,238,604.98","CMS - Central Management Services","3PS - Sent","01/01/2023","06/30/2023"
"23-416CMS-BOSS4-P-43734","","JPMC Corrugated Boxes SUP Sole Source ","The Arc of the Quad Cities Area","H","$108,555.50","CMS - Central Management Services","3PS - Sent","12/07/2022","12/06/2023"
"23-416CMS-BOSS4-P-43001","","JPMC Clocks 2023 SUP","Chicago Lighthouse Industries","H","$4,175.21","CMS - Central Management Services","3PS - Sent","11/09/2022","11/08/2023"
"23-416CMS-BOSS4-P-42373","","Emergency SWCAP Consulting Services","Maximus Consulting Services, Inc.","E","$0.00","CMS - Central Management Services","3PS - Sent","09/15/2022","06/14/2023"
"23-416CMS-BOSS4-P-42164","","JPMC Uncoated Offset Paper","Midland Paper","A","$36,908.80","CMS - Central Management Services","3PS - Sent","10/18/2022","10/17/2027"
"23-416CMS-BOPM4-P-52565","","One Day Janitorial L5191 DNR Fairfield","Office Management Services LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","06/13/2023","06/30/2025"
"23-416CMS-BOPM4-P-52559","","Carpeting Supplies G1404 Macomb","Great Floors, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","06/14/2023","09/14/2023"
"23-416CMS-BOPM4-P-52295","","EMERGENCY NOTICE Replace Chiller J0503","The Stone Group","E","$0.00","CMS - Central Management Services","3PS - Sent","05/25/2023","08/23/2023"
"23-416CMS-BOPM4-P-52083","","Generator Rep. and Maint Springfield","AKSA USA Central","C","$0.00","CMS - Central Management Services","3PS - Sent","06/05/2023","06/04/2025"
"23-416CMS-BOPM4-P-51782","","JPMC Plumbing Region 1 Quinary","Titan Mechanical Corp","A","$0.00","CMS - Central Management Services","3PS - Sent","06/13/2023","06/12/2027"
"23-416CMS-BOPM4-P-51781","","JPMC Plumbing Region 1 Senary","TILES IN STYLE","A","$0.00","CMS - Central Management Services","3PS - Sent","06/12/2023","06/11/2027"
"23-416CMS-BOPM4-P-51780","","JPMC Plumbing Region 1 Quaternary","The Stone Group","A","$0.00","CMS - Central Management Services","3PS - Sent","06/07/2023","06/06/2027"
"23-416CMS-BOPM4-P-51681","","Appraisal Rockford, IL","Harty Enterprises INC.","C","$0.00","CMS - Central Management Services","3PS - Sent","06/02/2023","06/30/2023"
"23-416CMS-BOPM4-P-51680","","Appraisal Rockford, IL","Joseph J. Blake and Associate, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","06/02/2023","06/30/2023"
"23-416CMS-BOPM4-P-51677","","5 Day Janitorial L3173 Danville","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2023","05/31/2027"
"23-416CMS-BOPM4-P-51579","","Roof Repair J0915 Effingham","Henson Robinson Company","C","$0.00","CMS - Central Management Services","3PS - Sent","05/23/2023","08/23/2023"
"23-416CMS-BOPM4-P-51552","","EMERGENCY NOTICE Roof Repair D0900 CDale","Vaughns Roofing, Inc.","E","$0.00","CMS - Central Management Services","3PS - Sent","05/09/2023","06/30/2023"
"23-416CMS-BOPM4-P-51542","","EMERGENCY Notice Water Clean Up D0900","R & L Restoration LLC d/b/b Servpro","E","$0.00","CMS - Central Management Services","3PS - Sent","05/09/2023","06/30/2023"
"23-416CMS-BOPM4-P-51500","","2 Day Janitorial L6810 Elgin","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","05/24/2023","05/23/2027"
"23-416CMS-BOPM4-P-51255","","1 Day Janitorial L6721 Crystal Lake","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","05/22/2023","06/30/2025"
"23-416CMS-BOPM4-P-51233","","A3355 - IDNR Exterior Window Washing","Maintenance Supply Corporation","C","$0.00","CMS - Central Management Services","3PS - Sent","05/22/2023","06/30/2023"
"23-416CMS-BOPM4-P-51136","","SP SS Cond Fire Alarm Mon Test Rep G1306","Tech Electronics, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","06/02/2023","06/01/2024"
"23-416CMS-BOPM4-P-51130","","Lawn Care G1600 Pecatonica","A & A LawnCare","C","$0.00","CMS - Central Management Services","3PS - Sent","05/24/2023","11/23/2025"
"23-416CMS-BOPM4-P-51126","","HVAC Repair J0100 DNR State Museum SPI","Henson Robinson Company","C","$0.00","CMS - Central Management Services","3PS - Sent","05/22/2023","08/22/2023"
"23-416CMS-BOPM4-P-51083","","Tree Removal J0141 Springfield","By Design Landscaping LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","05/22/2023","08/22/2023"
"23-416CMS-BOPM4-P-51080","","Roof Repair G1221 Carmi","H & N Construction, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","05/12/2023","08/12/2023"
"23-416CMS-BOPM4-P-51079","","Overhead Door Repair J0120 Springfield","Hart Construction Supply","C","$0.00","CMS - Central Management Services","3PS - Sent","05/12/2023","08/12/2023"
"23-416CMS-BOPM4-P-50941","","Replace Humidifier Z0101 Springfield","Henson Robinson Company","C","$0.00","CMS - Central Management Services","3PS - Sent","05/12/2023","08/12/2023"
"23-416CMS-BOPM4-P-50811","","3 Day Janitorial L6503  Minooka","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","05/04/2023","07/31/2023"
"23-416CMS-BOPM4-P-50543","","Concrete Repair Y0108 Dickson Mounds","Trotter General Contracting, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","05/04/2023","08/04/2023"
"23-416CMS-BOPM4-P-50422","","Appraisal Tinley Park ","Harty Enterprises INC.","C","$0.00","CMS - Central Management Services","3PS - Sent","05/18/2023","06/30/2023"
"23-416CMS-BOPM4-P-50421","","Appraisal Tinley Park ","POLACH APPRAISAL GROUP, INC","C","$0.00","CMS - Central Management Services","3PS - Sent","05/09/2023","06/30/2023"
"23-416CMS-BOPM4-P-50305","","Emergency Notice Chi Med Ctr HVAC Issues","The Stone Group","E","$0.00","CMS - Central Management Services","3PS - Sent","04/14/2023","07/13/2023"
"23-416CMS-BOPM4-P-50131","","L6464 Danville 5 Day Janitorial","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/19/2023","06/30/2023"
"23-416CMS-BOPM4-P-49864","","HVAC Motor Replacement D0600 IDOT Hanley","Henson Robinson Company","C","$0.00","CMS - Central Management Services","3PS - Sent","04/14/2023","07/14/2023"
"23-416CMS-BOPM4-P-49826","","Appraisal Rushville Blodgett Land","Joseph J. Blake and Associate, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/15/2023","06/30/2023"
"23-416CMS-BOPM4-P-49824","","JPMC FireExt InspReMnt Reg 1Sec 2-10 Pri","Getz Fire Equipment Co","A","$3,705.00","CMS - Central Management Services","3PS - Sent","05/17/2023","05/16/2026"
"23-416CMS-BOPM4-P-49765","","JPMC Pest Control Reg 2 and 4 Secondary","Vector Stomp Inc. ","A","$0.00","CMS - Central Management Services","3PS - Sent","05/08/2023","05/07/2028"
"23-416CMS-BOPM4-P-49764","","JPMC Pest Control Reg 3 Sec Reg 2,4 Tert","American Pest Control, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","04/18/2023","04/17/2028"
"23-416CMS-BOPM4-P-49485","","EMERGENCY NOTICE R-22 Refrigerant JRTC","Anchor Mechanical, Inc.","E","$0.00","CMS - Central Management Services","3PS - Sent","03/27/2023","06/25/2023"
"23-416CMS-BOPM4-P-49477","","Emergency J0205 Isolation Valve Leak","Anchor Mechanical, Inc.","E","$0.00","CMS - Central Management Services","3PS - Sent","03/24/2023","06/21/2023"
"23-416CMS-BOPM4-P-49440","","EMERGENCY NOTICE Fire Sup. Insp JRTC","Johnson Controls Fire protection LP ","E","$0.00","CMS - Central Management Services","3PS - Sent","03/27/2023","06/25/2023"
"23-416CMS-BOPM4-P-49190","","Lawn Care D0500 J0920 Paris","Z & Z Enterprises / Kenneth Zeigler","A","$0.00","CMS - Central Management Services","3PS - Sent","04/12/2023","10/11/2027"
"23-416CMS-BOPM4-P-49020","","SP w SS Lawn Care G0800 Metamora","SB Unlimited, LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","05/04/2023","05/03/2024"
"23-416CMS-BOPM4-P-48989","","SP W SS Cond Lawn Care G0735 E Moline","Steve Cady Lawn Care","C","$0.00","CMS - Central Management Services","3PS - Sent","05/23/2023","05/22/2024"
"23-416CMS-BOPM4-P-48682","","Door Opener Repair Y0120 Lewistown","Crawford Door Company of Peoria,Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","03/17/2023","06/17/2023"
"23-416CMS-BOPM4-P-48633","","Z0101 Building Automation IEMA SPI","Murphy Company Mechanical Contractors and Engineers ","C","$0.00","CMS - Central Management Services","3PS - Sent","02/18/2020","02/09/2024"
"23-416CMS-BOPM4-P-48409","","SP w SS Fire Alarm J0171 Spfld","Johnson Controls Fire Protection LP","C","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2023","02/29/2024"
"23-416CMS-BOPM4-P-48290","","5 Day Janitorial SUP L4937 Decatur","Macon Resources Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","03/09/2023","07/31/2025"
"23-416CMS-BOPM4-P-47831","","JPMC Electricity Supplier","Direct Energy Business","B","$7,500,000.00","CMS - Central Management Services","3PS - Sent","05/01/2023","04/30/2028"
"23-416CMS-BOPM4-P-47406","","JPMC Pest Control Region 10 Primary","Shawnee Recycling","A","$14,400.00","CMS - Central Management Services","3PS - Sent","03/28/2023","03/27/2028"
"23-416CMS-BOPM4-P-47405","","JPMC Pest Control Reg 8 Sec 9 Pri 10 Sec","Friendly Cleaner, LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","04/13/2023","04/12/2028"
"23-416CMS-BOPM4-P-47404","","JPMC Pest Control Region 8 Primary","American Pest Control, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","04/13/2023","04/12/2028"
"23-416CMS-BOPM4-P-47403","","JPMC Pest Control Reg 5-6 Sec Reg 7 Prim","American Pest Control, Inc.","A","$72,050.00","CMS - Central Management Services","3PS - Sent","04/13/2023","04/12/2028"
"23-416CMS-BOPM4-P-47275","","JPMC HVAC and Chiller Region 1 Secondary","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","03/21/2023","03/20/2027"
"23-416CMS-BOPM4-P-47274","","JPMC HVAC and Chiller Region 2 Primary","Triton Testing and Design","A","$31,690.00","CMS - Central Management Services","3PS - Sent","03/03/2023","03/02/2027"
"23-416CMS-BOPM4-P-47273","","JPMC HVAC and Chiller Region 1 Primary","Reicher Industries","A","$2,384.00","CMS - Central Management Services","3PS - Sent","03/21/2023","03/20/2027"
"23-416CMS-BOPM4-P-47178","","JPMC Electrical Reg 1 Quat Reg 2 Prim","Engineered Services, Inc.","A","$4,283.88","CMS - Central Management Services","3PS - Sent","04/11/2023","04/10/2028"
"23-416CMS-BOPM4-P-47177","","JPMC Electrical Region 1 Tertiary","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","04/11/2023","04/10/2028"
"23-416CMS-BOPM4-P-47176","","JPMC Electrical Region 9 Secondary","Sandschafer Electric, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","04/11/2023","04/10/2028"
"23-416CMS-BOPM4-P-47175","","JPMC Electrical Region 10 Primary","F.W. Electric, Inc.","A","$17,776.87","CMS - Central Management Services","3PS - Sent","04/11/2023","04/10/2028"
"23-416CMS-BOPM4-P-46692","","Fire Suppression J0171 Spfld","Johnson Controls Fire Protection LP","C","$0.00","CMS - Central Management Services","3PS - Sent","02/02/2023","02/01/2026"
"23-416CMS-BOPM4-P-46611","","JPMC Painting Region 2 and 4 Quaternary","Mazarini, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","02/28/2023","02/27/2027"
"23-416CMS-BOPM4-P-46610","","JPMC Painting Reg 1 Ter 2 and 4 Sec","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","03/21/2023","03/20/2027"
"23-416CMS-BOPM4-P-46609","","JPMC Painting Region 1 Quinary","TORI Construction, LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","02/27/2023","02/26/2027"
"23-416CMS-BOPM4-P-46608","","JPMC Painting R1 Qua R2,4 Ter R3,5-6 Sec","TILES IN STYLE","A","$0.00","CMS - Central Management Services","3PS - Sent","03/21/2023","03/20/2027"
"23-416CMS-BOPM4-P-46531","","5 Day Janitorial G0210-531 Springfield","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","02/10/2023","02/09/2027"
"23-416CMS-BOPM4-P-46529","","3 Day Janitorial G0210-601 Springfield","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","02/10/2023","02/09/2027"
"23-416CMS-BOPM4-P-46494","","SP w SS Fire Alarm J0171 Spfld","Johnson Controls Fire protection LP ","C","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2023","02/29/2024"
"23-416CMS-BOPM4-P-46217","","JPMC Masonry Region 1 Tertiary","TORI Construction, LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","02/02/2023","02/01/2026"
"23-416CMS-BOPM4-P-45928","","Snow Removal MABB and Chi Med Center","City Escape Garden & Design, LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2023","02/28/2027"
"23-416CMS-BOPM4-P-45826","","JPMC Plumbing Region 1 Tertiary","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","02/06/2023","02/05/2027"
"23-416CMS-BOPM4-P-45799","","5 Day Janitorial L6791 Champaign","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","02/02/2023","02/01/2026"
"23-416CMS-BOPM4-P-45798","","5 Day Janitorial  L6694 Decatur","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","01/18/2023","01/17/2026"
"23-416CMS-BOPM4-P-45745","","JPMC Carpentry Region 5 Primary","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","02/09/2023","02/08/2026"
"23-416CMS-BOPM4-P-45727","","JPMC Carpentry Region 4 Secondary","Mazarini, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","02/06/2023","02/05/2026"
"23-416CMS-BOPM4-P-45726","","JPMC Carpentry Reg 2 Sec Reg 4 Primary","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","02/02/2023","02/01/2026"
"23-416CMS-BOPM4-P-45717","","SP w SS Cond Co-Star Subscriptions BoPM ","CoStar Group","C","$0.00","CMS - Central Management Services","3PS - Sent","01/18/2023","01/17/2024"
"23-416CMS-BOPM4-P-45686","","Fire Alarm Chi Med Center","Contech Co","A","$0.00","CMS - Central Management Services","3PS - Sent","02/02/2023","02/01/2028"
"23-416CMS-BOPM4-P-45685","","JPMC Masonry Region 8 Secondary","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","02/02/2023","02/01/2026"
"23-416CMS-BOPM4-P-45684","","JPMC Masonry Regions 2 and 4 Primary","Angstrom","A","$0.00","CMS - Central Management Services","3PS - Sent","02/27/2023","02/26/2026"
"23-416CMS-BOPM4-P-45141","","Elevator Inspection Dickson Mounds","OTIS Elevator Company","C","$0.00","CMS - Central Management Services","3PS - Sent","12/19/2022","12/18/2023"
"23-416CMS-BOPM4-P-44756","","Elevator Maint and Repair SPFLD","KONE ","A","$0.00","CMS - Central Management Services","3PS - Sent","01/05/2023","01/04/2027"
"23-416CMS-BOPM4-P-44656","","Snow Removal G0500 Lockport","Black Ice Snow Removal & Maintenance Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","12/16/2022","06/15/2025"
"23-416CMS-BOPM4-P-44532","","Generator Maintenance Lincoln Locations","AKSA USA Central","C","$0.00","CMS - Central Management Services","3PS - Sent","12/27/2022","12/26/2025"
"23-416CMS-BOPM4-P-44411","","SP w SS Fire Alarm Mon J0160 Spfld","Johnson Controls Fire protection LP ","C","$0.00","CMS - Central Management Services","3PS - Sent","01/03/2023","01/02/2024"
"23-416CMS-BOPM4-P-44409","","SP w SS Fire Alarm J0146 Spfld","Johnson Controls Fire protection LP ","C","$0.00","CMS - Central Management Services","3PS - Sent","01/03/2023","01/02/2024"
"23-416CMS-BOPM4-P-44351","","Fire Alarm System Test A8101 Bartlett","Johnson Controls Fire Protection LP","C","$0.00","CMS - Central Management Services","3PS - Sent","11/29/2022","11/28/2023"
"23-416CMS-BOPM4-P-44343","","Snow Removal G1121 Litchfield","Marcus Davis Lawn Care","C","$0.00","CMS - Central Management Services","3PS - Sent","11/30/2022","05/31/2025"
"23-416CMS-BOPM4-P-43800","","SP Emerg Tree Removal G0100 Sterling","Climbing Cliffs Tree Service ","C","$0.00","CMS - Central Management Services","3PS - Sent","03/17/2023","06/17/2023"
"23-416CMS-BOPM4-P-43772","","Lawn Care Read Dunning Memorial Park","American Veteran Industries, LLC.","C","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2023","11/30/2027"
"23-416CMS-BOPM4-P-43757","","5 Day Janitorial - L5285 Carlinville","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2023","04/30/2026"
